6.8375 	WARNING 	Import Error: No module named 'psychtoolbox'. Using event module for keyboard component.
10.9966 	EXP 	Created prep_outro = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Calibri', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='prep_outro', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([0., 0., 0.]), text=str(...), units='norm', win=Window(...), wrapWidth=1)
11.0193 	EXP 	Created quest = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.15, italic=False, languageStyle='LTR', name='quest', opacity=1.0, ori=0, pos=array([0. , 0.6]), rgb=array([0., 0., 0.]), text='default text', units='norm', win=Window(...), wrapWidth=1)
11.0415 	EXP 	Created letter_string = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='hiragana tfb', fontFiles=[], height=0.25, italic=False, languageStyle='LTR', name='letter_string', opacity=1.0, ori=0, pos=array([0. , 0.1]), rgb=array([0., 0., 0.]), text='default text', units='norm', win=Window(...), wrapWidth=1)
11.0647 	EXP 	Created number_string = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.2, italic=False, languageStyle='LTR', name='number_string', opacity=1.0, ori=0, pos=array([ 0. , -0.2]), rgb=array([0., 0., 0.]), text='default text', units='norm', win=Window(...), wrapWidth=1)
11.1260 	EXP 	Created pract_intr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Calibri', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='pract_intr', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([0., 0., 0.]), text=str(...), units='norm', win=Window(...), wrapWidth=1)
11.1301 	EXP 	Created fixation1 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Calibri', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='fixation1', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([0., 0., 0.]), text='+', units='norm', win=Window(...), wrapWidth=1)
11.1362 	EXP 	Created letter1_1 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='hiragana tfb', fontFiles=[], height=0.2, italic=False, languageStyle='LTR', name='letter1_1', opacity=1.0, ori=0, pos=array([-0.1,  0. ]), rgb=array([0., 0., 0.]), text='default text', units='norm', win=Window(...), wrapWidth=1)
11.1422 	EXP 	Created letter1_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='hiragana tfb', fontFiles=[], height=0.2, italic=False, languageStyle='LTR', name='letter1_2', opacity=1.0, ori=0, pos=array([0.1, 0. ]), rgb=array([0., 0., 0.]), text='default text', units='norm', win=Window(...), wrapWidth=1)
11.1430 	EXP 	Created blank_feed = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Calibri', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='blank_feed', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([0., 0., 0.]), text='', units='norm', win=Window(...), wrapWidth=1)
11.1489 	EXP 	Created feedb = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Calibri', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='feedb', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='default text', units='norm', win=Window(...), wrapWidth=1)
11.1662 	EXP 	Created instr2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Calibri', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='instr2', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([0., 0., 0.]), text=str(...), units='norm', win=Window(...), wrapWidth=1)
11.2609 	EXP 	Created instr3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Calibri', fontFiles=[], height=0.04, italic=False, languageStyle='LTR', name='instr3', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([0., 0., 0.]), text=str(...), units='norm', win=Window(...), wrapWidth=1)
11.2645 	EXP 	Created fixation2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Calibri', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='fixation2', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([0., 0., 0.]), text='+', units='norm', win=Window(...), wrapWidth=1)
11.2706 	EXP 	Created letter2_1 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='hiragana tfb', fontFiles=[], height=0.2, italic=False, languageStyle='LTR', name='letter2_1', opacity=1.0, ori=0, pos=array([-0.1,  0. ]), rgb=array([0., 0., 0.]), text='default text', units='norm', win=Window(...), wrapWidth=1)
11.2767 	EXP 	Created letter2_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='hiragana tfb', fontFiles=[], height=0.2, italic=False, languageStyle='LTR', name='letter2_2', opacity=1.0, ori=0, pos=array([0.1, 0. ]), rgb=array([0., 0., 0.]), text='default text', units='norm', win=Window(...), wrapWidth=1)
11.3720 	EXP 	Created check = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='check', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([0., 0., 0.]), text=str(...), units='norm', win=Window(...), wrapWidth=1)
11.3782 	EXP 	Created quest = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.15, italic=False, languageStyle='LTR', name='quest', opacity=1.0, ori=0, pos=array([0. , 0.6]), rgb=array([0., 0., 0.]), text='default text', units='norm', win=Window(...), wrapWidth=1)
11.3863 	EXP 	Created letter_string = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='hiragana tfb', fontFiles=[], height=0.25, italic=False, languageStyle='LTR', name='letter_string', opacity=1.0, ori=0, pos=array([0. , 0.1]), rgb=array([0., 0., 0.]), text='default text', units='norm', win=Window(...), wrapWidth=1)
11.3924 	EXP 	Created number_string = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.2, italic=False, languageStyle='LTR', name='number_string', opacity=1.0, ori=0, pos=array([ 0. , -0.2]), rgb=array([0., 0., 0.]), text='default text', units='norm', win=Window(...), wrapWidth=1)
11.4130 	EXP 	Created t_outro = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Calibri', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='t_outro', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([0., 0., 0.]), text=str(...), units='norm', win=Window(...), wrapWidth=1)
11.4345 	EXP 	Created task_outro = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Calibri', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='task_outro', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([0., 0., 0.]), text=str(...), units='norm', win=Window(...), wrapWidth=1)
11.4428 	EXP 	text: autoDraw = True
12.2689 	DATA 	Keypress: space
12.2854 	EXP 	text: autoDraw = False
12.2854 	EXP 	instr1: autoDraw = True
12.6192 	DATA 	Keypress: space
12.7042 	EXP 	Imported hiragana7.xlsx as conditions, 10 conditions, 3 params
12.7046 	EXP 	Created sequence: random, trialTypes=10, nReps=1, seed=None
12.7050 	EXP 	New trial (rep=0, index=0): OrderedDict([('letter10', 'U'), ('letter20', 'L'), ('corrAns0', 'c')])
12.7221 	EXP 	instr1: autoDraw = False
12.7221 	EXP 	letter0_1: text = 'U'
12.7221 	EXP 	letter0_2: text = 'L'
12.7221 	EXP 	fixation0: autoDraw = True
13.2184 	EXP 	fixation0: autoDraw = False
13.2353 	EXP 	letter0_1: autoDraw = True
13.2353 	EXP 	letter0_2: autoDraw = True
13.6194 	DATA 	Keypress: c
13.6365 	EXP 	fixation0: autoDraw = False
13.6365 	EXP 	letter0_1: autoDraw = False
13.6365 	EXP 	letter0_2: autoDraw = False
13.6365 	EXP 	prep_feedb: color = 'green (named)'
13.6365 	EXP 	prep_feedb: text = '+10'
13.6365 	EXP 	prep_feedb: autoDraw = True
14.2204 	EXP 	New trial (rep=0, index=1): OrderedDict([('letter10', 'L'), ('letter20', 'U'), ('corrAns0', 'm')])
14.2357 	EXP 	prep_feedb: autoDraw = False
14.2357 	EXP 	prep_feedb: autoDraw = False
14.2357 	EXP 	letter0_1: text = 'L'
14.2357 	EXP 	letter0_2: text = 'U'
14.2357 	EXP 	fixation0: autoDraw = True
14.7355 	EXP 	fixation0: autoDraw = False
14.7519 	EXP 	letter0_1: autoDraw = True
14.7519 	EXP 	letter0_2: autoDraw = True
14.8525 	DATA 	Keypress: c
14.8684 	EXP 	fixation0: autoDraw = False
14.8684 	EXP 	letter0_1: autoDraw = False
14.8684 	EXP 	letter0_2: autoDraw = False
14.8684 	EXP 	prep_feedb: color = 'red (named)'
14.8684 	EXP 	prep_feedb: text = '-10'
14.8684 	EXP 	prep_feedb: autoDraw = True
15.4530 	EXP 	New trial (rep=0, index=2): OrderedDict([('letter10', 'L'), ('letter20', 'U'), ('corrAns0', 'c')])
15.4685 	EXP 	prep_feedb: autoDraw = False
15.4685 	EXP 	prep_feedb: autoDraw = False
15.4685 	EXP 	letter0_1: text = 'L'
15.4685 	EXP 	letter0_2: text = 'U'
15.4685 	EXP 	fixation0: autoDraw = True
15.9688 	EXP 	fixation0: autoDraw = False
15.9853 	EXP 	letter0_1: autoDraw = True
15.9853 	EXP 	letter0_2: autoDraw = True
16.0860 	DATA 	Keypress: c
16.1020 	EXP 	fixation0: autoDraw = False
16.1020 	EXP 	letter0_1: autoDraw = False
16.1020 	EXP 	letter0_2: autoDraw = False
16.1020 	EXP 	prep_feedb: color = 'green (named)'
16.1020 	EXP 	prep_feedb: text = '+10'
16.1020 	EXP 	prep_feedb: autoDraw = True
16.6863 	EXP 	New trial (rep=0, index=3): OrderedDict([('letter10', 'U'), ('letter20', 'L'), ('corrAns0', 'c')])
16.7020 	EXP 	prep_feedb: autoDraw = False
16.7020 	EXP 	prep_feedb: autoDraw = False
16.7020 	EXP 	letter0_1: text = 'U'
16.7020 	EXP 	letter0_2: text = 'L'
16.7020 	EXP 	fixation0: autoDraw = True
17.2022 	EXP 	fixation0: autoDraw = False
17.2189 	EXP 	letter0_1: autoDraw = True
17.2189 	EXP 	letter0_2: autoDraw = True
17.3193 	DATA 	Keypress: c
17.3355 	EXP 	fixation0: autoDraw = False
17.3355 	EXP 	letter0_1: autoDraw = False
17.3355 	EXP 	letter0_2: autoDraw = False
17.3355 	EXP 	prep_feedb: color = 'green (named)'
17.3355 	EXP 	prep_feedb: text = '+10'
17.3355 	EXP 	prep_feedb: autoDraw = True
17.9193 	EXP 	New trial (rep=0, index=4): OrderedDict([('letter10', 'U'), ('letter20', 'L'), ('corrAns0', 'm')])
17.9352 	EXP 	prep_feedb: autoDraw = False
17.9352 	EXP 	prep_feedb: autoDraw = False
17.9352 	EXP 	letter0_1: text = 'U'
17.9352 	EXP 	letter0_2: text = 'L'
17.9352 	EXP 	fixation0: autoDraw = True
18.4355 	EXP 	fixation0: autoDraw = False
18.4523 	EXP 	letter0_1: autoDraw = True
18.4523 	EXP 	letter0_2: autoDraw = True
18.5359 	DATA 	Keypress: c
18.5521 	EXP 	fixation0: autoDraw = False
18.5521 	EXP 	letter0_1: autoDraw = False
18.5521 	EXP 	letter0_2: autoDraw = False
18.5521 	EXP 	prep_feedb: color = 'red (named)'
18.5521 	EXP 	prep_feedb: text = '-10'
18.5521 	EXP 	prep_feedb: autoDraw = True
19.1364 	EXP 	New trial (rep=0, index=5): OrderedDict([('letter10', 'U'), ('letter20', 'L'), ('corrAns0', 'c')])
19.1522 	EXP 	prep_feedb: autoDraw = False
19.1522 	EXP 	prep_feedb: autoDraw = False
19.1522 	EXP 	letter0_1: text = 'U'
19.1522 	EXP 	letter0_2: text = 'L'
19.1522 	EXP 	fixation0: autoDraw = True
19.6523 	EXP 	fixation0: autoDraw = False
19.6690 	EXP 	letter0_1: autoDraw = True
19.6690 	EXP 	letter0_2: autoDraw = True
19.7539 	DATA 	Keypress: c
19.7858 	EXP 	fixation0: autoDraw = False
19.7858 	EXP 	letter0_1: autoDraw = False
19.7858 	EXP 	letter0_2: autoDraw = False
19.7858 	EXP 	prep_feedb: color = 'green (named)'
19.7858 	EXP 	prep_feedb: text = '+10'
19.7858 	EXP 	prep_feedb: autoDraw = True
20.3530 	EXP 	New trial (rep=0, index=6): OrderedDict([('letter10', 'L'), ('letter20', 'U'), ('corrAns0', 'm')])
20.3688 	EXP 	prep_feedb: autoDraw = False
20.3688 	EXP 	prep_feedb: autoDraw = False
20.3688 	EXP 	letter0_1: text = 'L'
20.3688 	EXP 	letter0_2: text = 'U'
20.3688 	EXP 	fixation0: autoDraw = True
20.8688 	EXP 	fixation0: autoDraw = False
20.8853 	EXP 	letter0_1: autoDraw = True
20.8853 	EXP 	letter0_2: autoDraw = True
20.9525 	DATA 	Keypress: c
20.9689 	EXP 	fixation0: autoDraw = False
20.9689 	EXP 	letter0_1: autoDraw = False
20.9689 	EXP 	letter0_2: autoDraw = False
20.9689 	EXP 	prep_feedb: color = 'red (named)'
20.9689 	EXP 	prep_feedb: text = '-10'
20.9689 	EXP 	prep_feedb: autoDraw = True
21.5531 	EXP 	New trial (rep=0, index=7): OrderedDict([('letter10', 'U'), ('letter20', 'L'), ('corrAns0', 'c')])
21.5689 	EXP 	prep_feedb: autoDraw = False
21.5689 	EXP 	prep_feedb: autoDraw = False
21.5689 	EXP 	letter0_1: text = 'U'
21.5689 	EXP 	letter0_2: text = 'L'
21.5689 	EXP 	fixation0: autoDraw = True
22.0690 	EXP 	fixation0: autoDraw = False
22.0857 	EXP 	letter0_1: autoDraw = True
22.0857 	EXP 	letter0_2: autoDraw = True
22.1363 	DATA 	Keypress: c
22.1523 	EXP 	fixation0: autoDraw = False
22.1523 	EXP 	letter0_1: autoDraw = False
22.1523 	EXP 	letter0_2: autoDraw = False
22.1523 	EXP 	prep_feedb: color = 'green (named)'
22.1523 	EXP 	prep_feedb: text = '+10'
22.1523 	EXP 	prep_feedb: autoDraw = True
22.7366 	EXP 	New trial (rep=0, index=8): OrderedDict([('letter10', 'U'), ('letter20', 'L'), ('corrAns0', 'c')])
22.7524 	EXP 	prep_feedb: autoDraw = False
22.7524 	EXP 	prep_feedb: autoDraw = False
22.7524 	EXP 	letter0_1: text = 'U'
22.7524 	EXP 	letter0_2: text = 'L'
22.7524 	EXP 	fixation0: autoDraw = True
23.2524 	EXP 	fixation0: autoDraw = False
23.2690 	EXP 	letter0_1: autoDraw = True
23.2690 	EXP 	letter0_2: autoDraw = True
23.3859 	DATA 	Keypress: c
23.4023 	EXP 	fixation0: autoDraw = False
23.4023 	EXP 	letter0_1: autoDraw = False
23.4023 	EXP 	letter0_2: autoDraw = False
23.4023 	EXP 	prep_feedb: color = 'green (named)'
23.4023 	EXP 	prep_feedb: text = '+10'
23.4023 	EXP 	prep_feedb: autoDraw = True
23.9870 	EXP 	New trial (rep=0, index=9): OrderedDict([('letter10', 'L'), ('letter20', 'U'), ('corrAns0', 'm')])
24.0024 	EXP 	prep_feedb: autoDraw = False
24.0024 	EXP 	prep_feedb: autoDraw = False
24.0024 	EXP 	letter0_1: text = 'L'
24.0024 	EXP 	letter0_2: text = 'U'
24.0024 	EXP 	fixation0: autoDraw = True
24.5024 	EXP 	fixation0: autoDraw = False
24.5190 	EXP 	letter0_1: autoDraw = True
24.5190 	EXP 	letter0_2: autoDraw = True
24.6195 	DATA 	Keypress: c
24.6358 	EXP 	fixation0: autoDraw = False
24.6358 	EXP 	letter0_1: autoDraw = False
24.6358 	EXP 	letter0_2: autoDraw = False
24.6358 	EXP 	prep_feedb: color = 'red (named)'
24.6358 	EXP 	prep_feedb: text = '-10'
24.6358 	EXP 	prep_feedb: autoDraw = True
25.2358 	EXP 	prep_feedb: autoDraw = False
25.2358 	EXP 	prep_feedb: autoDraw = False
25.2358 	EXP 	prep_outro: autoDraw = True
30.0364 	DATA 	Keypress: space
30.0500 	EXP 	Imported letterchoice.xlsx as conditions, 3 conditions, 3 params
30.0504 	EXP 	Created sequence: random, trialTypes=3, nReps=1, seed=None
30.0508 	EXP 	New trial (rep=0, index=0): OrderedDict([('letterset', 'hiragana3.xlsx'), ('letterset2', 'hiragana31.xlsx'), ('letterset3', 'hiragana32.xlsx')])
30.0662 	EXP 	Imported hiragana32.xlsx as conditions, 2 conditions, 3 params
30.0666 	EXP 	Created sequence: sequential, trialTypes=2, nReps=1, seed=None
30.0669 	EXP 	New trial (rep=0, index=0): OrderedDict([('question', 'Most Probable'), ('learnt_letters', 'P t f e T q'), ('numbers', '1   2   3   4   5  6')])
30.1208 	EXP 	prep_outro: autoDraw = False
30.1208 	EXP 	quest: text = 'Most Probable'
30.1208 	EXP 	letter_string: text = 'P t f e T q'
30.1208 	EXP 	number_string: text = '1   2   3   4   5  6'
30.1208 	EXP 	quest: autoDraw = True
30.1208 	EXP 	letter_string: autoDraw = True
30.1208 	EXP 	number_string: autoDraw = True
36.3033 	DATA 	Keypress: space
39.7868 	DATA 	Keypress: 5
39.7891 	EXP 	New trial (rep=0, index=1): OrderedDict([('question', 'Least Probable'), ('learnt_letters', 'P t f e T q'), ('numbers', '1   2   3   4   5  6')])
39.8062 	EXP 	quest: autoDraw = False
39.8062 	EXP 	letter_string: autoDraw = False
39.8062 	EXP 	number_string: autoDraw = False
39.8062 	EXP 	quest: text = 'Least Probable'
39.8062 	EXP 	letter_string: text = 'P t f e T q'
39.8062 	EXP 	number_string: text = '1   2   3   4   5  6'
39.8062 	EXP 	quest: autoDraw = True
39.8062 	EXP 	letter_string: autoDraw = True
39.8062 	EXP 	number_string: autoDraw = True
42.8204 	DATA 	Keypress: 4
42.8366 	EXP 	quest: autoDraw = False
42.8366 	EXP 	letter_string: autoDraw = False
42.8366 	EXP 	number_string: autoDraw = False
42.8366 	EXP 	pract_intr: autoDraw = True
48.7386 	DATA 	Keypress: escape
48.8359 	EXP 	window1: mouseVisible = True
